record_key,source_system,source_subset,doi,pmid,pmcid,preprint_server,title,authors,journal,publication_year,publication_types,is_preprint,is_open_access,cited_by_count,linked_published_doi,preprint_version_count,record_url,queried_expression,source_url,retrieved_via
doi:10.1111/dom.70236/v2/review2,crossref,peer-review,10.1111/dom.70236/v2/review2,,,,"Review for ""Acute and prolonged effects of aerobic endurance training on N‐lactoyl‐phenylalanine and inflammatory markers in individuals with type 1 diabetes: An exploratory analysis of the ULTRAFLEXI ‐1 study""",,,2025,peer-review,false,,,,,https://doi.org/10.1111/dom.70236/v2/review2,N-Lactoyl phenylalanine,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1111/dom.70236/v2/review2,crossref,peer-review,10.1111/dom.70236/v2/review2,,,,"Review for ""Acute and prolonged effects of aerobic endurance training on N‐lactoyl‐phenylalanine and inflammatory markers in individuals with type 1 diabetes: An exploratory analysis of the ULTRAFLEXI ‐1 study""",,,2025,peer-review,false,,,,,https://doi.org/10.1111/dom.70236/v2/review2,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1111/imr.13214,europe_pmc,MED,10.1111/imr.13214,37158427,PMC10615666,,The role of efferocytosis-fueled macrophage metabolism in the resolution of inflammation,"Schilperoort M, Ngai D, Sukka SR, Avrampou K, Shi H, Tabas I.",Immunological reviews,2023,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article; review",false,false,122,,,https://europepmc.org/article/MED/37158427,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1111/joim.20090,europe_pmc,MED,10.1111/joim.20090,40289598,PMC12087830,,Metabolomics in cardiometabolic diseases: Key biomarkers and therapeutic implications for insulin resistance and diabetes,"Rizo-Roca D, Henderson JD, Zierath JR.",Journal of internal medicine,2025,"journal article; research support, non-u.s. gov't; review; review-article",false,true,16,,,https://europepmc.org/article/MED/40289598,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1111/srt.13796,europe_pmc,MED,10.1111/srt.13796,38895784,PMC11187845,,The causal relationship between blood metabolites and rosacea: A Mendelian randomization,"Yao H, Shen S, Gao X, Song X, Xiang W.",Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024,journal article; research-article; retracted publication,false,true,10,,,https://europepmc.org/article/MED/38895784,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1113/jp286772,europe_pmc,MED,10.1113/jp286772,39838589,PMC11826071,,Effects of patent foramen ovale in migraine: a metabolomics-based study,"Dong B, Li X, Zhang L, Liang G, Zheng W, Gui L, Ji S, Tang Y, Li H, Li W, Yang R, Li Y, Peng A, Chen Y, Gong M, Chen L.",The Journal of physiology,2025,"journal article; research support, non-u.s. gov't; research-article",false,true,4,,,https://europepmc.org/article/MED/39838589,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1124/jpet.368.968610,crossref,journal-article,10.1124/jpet.368.968610,,,,A new signalling metabolite? Characterizing N-Lactotyl-phenylalanine (Lac-Phe) activation of G protein-coupled receptors (GPCRs),"Oni P, McCardle I, Rourke J",The Journal of Pharmacology and Experimental Therapeutics,2024,journal-article,false,,3,,,https://doi.org/10.1124/jpet.368.968610,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1126/sciadv.adj7481,europe_pmc,MED,10.1126/sciadv.adj7481,38354249,PMC10866565,,Exercise mitigates flow recirculation and activates metabolic transducer SCD1 to catalyze vascular protective metabolites,"Cavallero S, Roustaei M, Satta S, Cho JM, Phan H, Baek KI, Blázquez-Medela AM, Gonzalez-Ramos S, Vu K, Park SK, Yokota T, Sumner J, Mack JJ, Sigmund CD, Reddy ST, Li R, Hsiai TK.",Science advances,2024,"journal article; research support, n.i.h., extramural; research support, u.s. gov't, non-p.h.s.; research-article",false,true,11,,,https://europepmc.org/article/MED/38354249,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1126/sciadv.ads5466,europe_pmc,MED,10.1126/sciadv.ads5466,39693440,PMC11654692,,Metformin targets mitochondrial complex I to lower blood glucose levels,"Reczek CR, Chakrabarty RP, D'Alessandro KB, Sebo ZL, Grant RA, Gao P, Budinger GR, Chandel NS.",Science advances,2024,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article",false,true,27,,,https://europepmc.org/article/MED/39693440,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1126/sciadv.adu7436,europe_pmc,MED,10.1126/sciadv.adu7436,39693446,PMC11654691,,Meeting metformin again for the first time,Green DR.,Science advances,2024,journal article; review-article,false,true,4,,,https://europepmc.org/article/MED/39693446,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1128/aac.23.2.278,europe_pmc,MED,10.1128/aac.23.2.278,6340604,PMC186037,,Genetic transfer of antimicrobial resistance and enterotoxigenicity among Escherichia coli strains,"Wachsmuth K, DeBoy J, Birkness K, Sack D, Wells J.",Antimicrobial agents and chemotherapy,1983,journal article; research-article,false,false,8,,,https://europepmc.org/article/MED/6340604,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/aem.40.1.84-91.1980,europe_pmc,MED,10.1128/aem.40.1.84-91.1980,6773476,PMC291529,,Conjugal transfer of genetic information in group N streptococci,"McKay LL, Baldwin KA, Walsh PM.",Applied and environmental microbiology,1980,journal article; research-article,false,false,87,,,https://europepmc.org/article/MED/6773476,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/aem.54.11.2877-2880.1988,europe_pmc,MED,10.1128/aem.54.11.2877-2880.1988,2850764,PMC204392,,Delivery system for creation of one-step in vivo lac gene fusions in Pseudomonas spp. involved in biological control,"O'Sullivan DJ, O'Gara F.",Applied and environmental microbiology,1988,"journal article; research support, non-u.s. gov't; research-article",false,false,5,,,https://europepmc.org/article/MED/2850764,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/iai.41.3.1056-1061.1983,europe_pmc,MED,10.1128/iai.41.3.1056-1061.1983,6350177,PMC264607,,Synthesis of plasmid-coded heat-labile enterotoxin in wild-type and hypertoxinogenic strains of Escherichia coli and in other genera of Enterobacteriaceae,"Neill RJ, Twiddy EM, Holmes RK.",Infection and immunity,1983,"comparative study; journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,13,,,https://europepmc.org/article/MED/6350177,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.132.3.870-875.1977,europe_pmc,MED,10.1128/jb.132.3.870-875.1977,336610,PMC235590,,Characterization of fusions between the lac operon and the ilv gene cluster in Escherichia coli: ilvC-lac fusions,"Smith JM, Umbarger HE.",Journal of bacteriology,1977,"journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,13,,,https://europepmc.org/article/MED/336610,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.139.1.71-79.1979,europe_pmc,MED,10.1128/jb.139.1.71-79.1979,222732,PMC216828,,Genetics and regulation of D-xylose utilization in Salmonella typhimurium LT2,"Shamanna DK, Sanderson KE.",Journal of bacteriology,1979,journal article; research-article,false,false,38,,,https://europepmc.org/article/MED/222732,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIPWxCvyc0MDcwNjA1,europe_pmc_rest_search
doi:10.1128/jb.143.1.506-509.1980,europe_pmc,MED,10.1128/jb.143.1.506-509.1980,6995445,PMC294277,,lac Thiogalactoside transacetylase of Escherichia coli K-12 and ML,Fried VA.,Journal of bacteriology,1980,"comparative study; journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,2,,,https://europepmc.org/article/MED/6995445,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.143.2.971-980.1980,europe_pmc,MED,10.1128/jb.143.2.971-980.1980,6162838,PMC294402,,In vitro gene fusions that join an enzymatically active beta-galactosidase segment to amino-terminal fragments of exogenous proteins: Escherichia coli plasmid vectors for the detection and cloning of translational initiation signals,"Casadaban MJ, Chou J, Cohen SN.",Journal of bacteriology,1980,"journal article; research support, non-u.s. gov't; research support, u.s. gov't, p.h.s.; research-article",false,false,859,,,https://europepmc.org/article/MED/6162838,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIPWxCvyc0MDcwNjA1,europe_pmc_rest_search
doi:10.1128/jb.143.3.1325-1331.1980,europe_pmc,MED,10.1128/jb.143.3.1325-1331.1980,6773928,PMC294506,,Isolation of ara-lac gene fusions in Salmonella typhimurium LT2 by using transducing bacteriophage Mu d (Apr lac),"Lee JH, Heffernan L, Wilcox G.",Journal of bacteriology,1980,"journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research-article",false,false,26,,,https://europepmc.org/article/MED/6773928,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.146.1.260-268.1981,europe_pmc,MED,10.1128/jb.146.1.260-268.1981,6111550,PMC217077,,"General method, using Mu-Mud1 dilysogens, to determine the direction of transcription of and generate deletions in the glnA region of Escherichia coli",MacNeil D.,Journal of bacteriology,1981,journal article; research-article,false,false,43,,,https://europepmc.org/article/MED/6111550,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.146.1.93-101.1981,europe_pmc,MED,10.1128/jb.146.1.93-101.1981,6260750,PMC217056,,Use of bacteriophage transposon Mu d1 to determine the orientation for three proC-linked phosphate-starvation-inducible (psi) genes in Escherichia coli K-12,"Wanner BL, Wieder S, McSharry R.",Journal of bacteriology,1981,"journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,47,,,https://europepmc.org/article/MED/6260750,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.151.3.1346-1357.1982,europe_pmc,MED,10.1128/jb.151.3.1346-1357.1982,6286596,PMC220413,,Regulation of adenylate cyclase synthesis in Escherichia coli: studies with cya-lac operon and protein fusion strains,"Bankaitis VA, Bassford PJ.",Journal of bacteriology,1982,"journal article; research support, non-u.s. gov't; research support, u.s. gov't, p.h.s.; research-article",false,false,23,,,https://europepmc.org/article/MED/6286596,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIPWxCvyc0MDcwNjA1,europe_pmc_rest_search
doi:10.1128/jb.155.3.973-982.1983,europe_pmc,MED,10.1128/jb.155.3.973-982.1983,6309752,PMC217788,,Physical mapping of the exuT and uxaC operators by use of exu plasmids and generation of deletion mutants in vitro,"Mata-Gilsinger M, Ritzenthaler P.",Journal of bacteriology,1983,"journal article; research support, non-u.s. gov't; research-article",false,false,12,,,https://europepmc.org/article/MED/6309752,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIPWxCvyc0MDcwNjA1,europe_pmc_rest_search
doi:10.1128/jb.164.1.321-330.1985,europe_pmc,MED,10.1128/jb.164.1.321-330.1985,3930469,PMC214247,,"Two modes of control of pilA, the gene encoding type 1 pilin in Escherichia coli","Orndorff PE, Spears PA, Schauer D, Falkow S.",Journal of bacteriology,1985,"journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research support, u.s. gov't, p.h.s.; research-article",false,false,79,,,https://europepmc.org/article/MED/3930469,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.172.6.3485-3489.1990,europe_pmc,MED,10.1128/jb.172.6.3485-3489.1990,2111809,PMC209163,,"High-frequency, site-specific recombination between lactococcal and pAM beta 1 plasmid DNAs","Hayes F, Daly C, Fitzgerald GF.",Journal of bacteriology,1990,"journal article; research support, non-u.s. gov't; research-article",false,false,4,,,https://europepmc.org/article/MED/2111809,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.173.1.16-22.1991,europe_pmc,MED,10.1128/jb.173.1.16-22.1991,1898918,PMC207150,,Fnr mutants that activate gene expression in the presence of oxygen,"Kiley PJ, Reznikoff WS.",Journal of bacteriology,1991,"journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,85,,,https://europepmc.org/article/MED/1898918,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.173.14.4424-4432.1991,europe_pmc,MED,10.1128/jb.173.14.4424-4432.1991,2066339,PMC208105,,Mutational analysis of nitrate regulatory gene narL in Escherichia coli K-12,"Egan SM, Stewart V.",Journal of bacteriology,1991,"comparative study; journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,33,,,https://europepmc.org/article/MED/2066339,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.174.20.6634-6643.1992,europe_pmc,MED,10.1128/jb.174.20.6634-6643.1992,1328159,PMC207641,,Autogenous regulation of ethanolamine utilization by a transcriptional activator of the eut operon in Salmonella typhimurium,"Roof DM, Roth JR.",Journal of bacteriology,1992,"journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,88,,,https://europepmc.org/article/MED/1328159,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.174.9.2881-2890.1992,europe_pmc,MED,10.1128/jb.174.9.2881-2890.1992,1569019,PMC205940,,Amino acid substitutions in the CytR repressor which alter its capacity to regulate gene expression,"Barbier CS, Short SA.",Journal of bacteriology,1992,comparative study; journal article; research-article,false,false,18,,,https://europepmc.org/article/MED/1569019,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIPWxCvyc0MDcwNjA1,europe_pmc_rest_search
doi:10.1128/jb.174.9.3004-3010.1992,europe_pmc,MED,10.1128/jb.174.9.3004-3010.1992,1569028,PMC205955,,Site-specific proteolysis of mini-F plasmid replication protein RepE destroys initiator function and generates an incompatibility substance,"Kline BC, Sandhu GS, Eckloff BW, Aleff RA.",Journal of bacteriology,1992,"journal article; research support, non-u.s. gov't; research-article",false,false,10,,,https://europepmc.org/article/MED/1569028,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/jb.175.6.1767-1776.1993,europe_pmc,MED,10.1128/jb.175.6.1767-1776.1993,8449883,PMC203971,,A genetic analysis of various functions of the TyrR protein of Escherichia coli,"Yang J, Ganesan S, Sarsero J, Pittard AJ.",Journal of bacteriology,1993,"journal article; research support, non-u.s. gov't; research-article",false,false,50,,,https://europepmc.org/article/MED/8449883,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
