record_key,source_system,source_subset,doi,pmid,pmcid,preprint_server,title,authors,journal,publication_year,publication_types,is_preprint,is_open_access,cited_by_count,linked_published_doi,preprint_version_count,record_url,queried_expression,source_url,retrieved_via
doi:10.1128/jb.179.6.2047-2052.1997,europe_pmc,MED,10.1128/jb.179.6.2047-2052.1997,9068653,PMC178931,,Transposition without transposase: a spontaneous mutation in bacteria,"Rappleye CA, Roth JR.",Journal of bacteriology,1997,"journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,6,,,https://europepmc.org/article/MED/9068653,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1128/mr.57.1.50-108.1993,europe_pmc,MED,10.1128/mr.57.1.50-108.1993,8096622,PMC372901,,The complete general secretory pathway in gram-negative bacteria,Pugsley AP.,Microbiological reviews,1993,"journal article; research support, non-u.s. gov't; research-article; review",false,false,1124,,,https://europepmc.org/article/MED/8096622,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIPWxCvyc0MDcwNjA1,europe_pmc_rest_search
doi:10.1128/msystems.00243-25,europe_pmc,MED,10.1128/msystems.00243-25,40293249,PMC12090771,,"Multi-trajectories of BMI, waist circumference, gut microbiota, and incident dyslipidemia: a 27-year prospective study","Zhang X, Guan F, Gou W, Wang Q, Du S, Su C, Zhang J, Zheng J-S, Wang H, Zhang B.",mSystems,2025,journal article; research-article,false,true,1,,,https://europepmc.org/article/MED/40293249,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1128/spectrum.03557-25,europe_pmc,MED,10.1128/spectrum.03557-25,42023975,PMC13227990,,Marine exometabolites correlate with benthic fungal diversity and community structure in the South China Sea,"Liu X, Ma S-D, Li J-M, Liu H, Zhong Z-X, Zhang G-R, Hu W-H, Li H-J, Lan W-J.",Microbiology spectrum,2026,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/42023975,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1136/bmjopen-2024-093831,europe_pmc,MED,10.1136/bmjopen-2024-093831,40139705,PMC11950932,,"Metformin treatment for patients with hand osteoarthritis: protocol for the multicentre, randomised, placebo-controlled METRO trial","Madsen KS, Henriksen M, Døssing A, Poulsen AS, Oscar R, Kragstrup T, Ellegaard K, Knop FK, Boesen M, Hunter DJ, Christensen R, Bliddal H.",BMJ open,2025,clinical trial protocol; journal article; research-article,false,true,,,,https://europepmc.org/article/MED/40139705,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1152/ajpendo.00037.2025,europe_pmc,MED,10.1152/ajpendo.00037.2025,40418349,,,Gut lactate increases circulating l-Lac-Phe and key metabolites linked to GLP-1 and human health,"Ghias E, Pedersen MGB, Nielsen CB, Bech LV, Modvig IM, Zubanovic NB, Seefeldt JM, Nielsen RR, Søndergaard E, Frisch K, Hansen J, Holst JJ, Møller N, Rittig N, Johannsen M.",American journal of physiology. Endocrinology and metabolism,2025,journal article,false,false,4,,,https://europepmc.org/article/MED/40418349,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1152/japplphysiol.00497.2022,europe_pmc,MED,10.1152/japplphysiol.00497.2022,36633863,PMC9970662,,Lactate as a myokine and exerkine: drivers and signals of physiology and metabolism,"Brooks GA, Osmond AD, Arevalo JA, Duong JJ, Curl CC, Moreno-Santillan DD, Leija RG.","Journal of applied physiology (Bethesda, Md. : 1985)",2023,"journal article; research support, n.i.h., extramural; review; review-article",false,true,122,,,https://europepmc.org/article/MED/36633863,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1152/physiol.00002.2025,europe_pmc,MED,10.1152/physiol.00002.2025,40763088,PMC12375902,,"What Do We Know of Human Fuel Use during Aerobic Exercise, and How Do We Know It?","Axsom J, Arany Z.","Physiology (Bethesda, Md.)",2026,journal article; research-article; review,false,false,1,,,https://europepmc.org/article/MED/40763088,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1152/physrev.00001.2024,europe_pmc,MED,10.1152/physrev.00001.2024,41026912,PMC7619124,,The SLC-ome of membrane transport: From molecular discovery to physiology and clinical applications,"Gyimesi G, Tweedie S, Bruford E, Hediger MA.",Physiological reviews,2025,journal article; research-article; review,false,false,3,,,https://europepmc.org/article/MED/41026912,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1155/2012/243217,europe_pmc,MED,10.1155/2012/243217,22830035,PMC3398574,,Involvement of the ligninolytic system of white-rot and litter-decomposing fungi in the degradation of polycyclic aromatic hydrocarbons,Pozdnyakova NN.,Biotechnology research international,2012,journal article; review-article,false,true,33,,,https://europepmc.org/article/MED/22830035,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1155/anu/8260382,europe_pmc,MED,10.1155/anu/8260382,41798293,PMC12961228,,"Growth Performance and Intestinal Health of Triploid Rainbow Trout ( Oncorhynchus mykiss ) Through Bile Acid Supplementation in Low Fishmeal Diets: Insights From Metabolomics, Microbiota, and Gene Expression","Wang H, Liu S, Ma Z, Wang S, Zhang S, Lu S, Han S, Jiang H, Xu G, Liu H, Wang C.",Aquaculture nutrition,2026,journal article; research-article,false,true,1,,,https://europepmc.org/article/MED/41798293,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1161/atvbaha.122.318871,europe_pmc,MED,10.1161/atvbaha.122.318871,36727520,,,Precise Metabolomics Defines Systemic Metabolic Dysregulation Distinct to Acute Myocardial Infarction Associated With Diabetes,"Xia JG, Li B, Zhang H, Li QX, Lam SM, Yin CL, Tian H, Shui G.","Arteriosclerosis, thrombosis, and vascular biology",2023,"journal article; research support, non-u.s. gov't",false,false,39,,,https://europepmc.org/article/MED/36727520,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1161/circresaha.124.325614,europe_pmc,MED,10.1161/circresaha.124.325614,40403102,PMC12101524,,Skeletal Muscle as a Mediator of Interorgan Crosstalk During Exercise: Implications for Aging and Obesity,"Shero JA, Lindholm ME, Sandri M, Stanford KI.",Circulation research,2025,journal article; research-article; review,false,false,13,,,https://europepmc.org/article/MED/40403102,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1167/iovs.66.2.37,europe_pmc,MED,10.1167/iovs.66.2.37,39937494,PMC11827895,,Metabolomic Characteristics of Aqueous Humor in Wet Age-Related Macular Degeneration and the Impact of Anti-VEGF Treatment,"Chen Y, Zhang X, Zhang Y, Zhang S, Huo Y, Wu Y, Shen L, Mao J.",Investigative ophthalmology & visual science,2025,journal article; research-article,false,true,3,,,https://europepmc.org/article/MED/39937494,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1172/jci.insight.171225,europe_pmc,MED,10.1172/jci.insight.171225,37651185,PMC10619434,,Altered plasma metabolite levels can be detected years before a glioma diagnosis,"Löding S, Andersson U, Kaaks R, Schulze MB, Pala V, Urbarova I, Amiano P, Colorado-Yohar SM, Guevara M, Heath AK, Chatziioannou AC, Johansson M, Nyberg L, Antti H, Björkblom B, Melin B.",JCI insight,2023,"journal article; research support, non-u.s. gov't; research-article",false,true,12,,,https://europepmc.org/article/MED/37651185,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1172/jci136055,europe_pmc,MED,10.1172/jci136055,33463549,PMC7810486,,Circulating markers of NADH-reductive stress correlate with mitochondrial disease severity,"Sharma R, Reinstadler B, Engelstad K, Skinner OS, Stackowitz E, Haller RG, Clish CB, Pierce K, Walker MA, Fryer R, Oglesbee D, Mao X, Shungu DC, Khatri A, Hirano M, De Vivo DC, Mootha VK.",The Journal of clinical investigation,2021,"clinical trial; journal article; multicenter study; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article",false,false,180,,,https://europepmc.org/article/MED/33463549,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1177/11206721221140948,europe_pmc,MED,10.1177/11206721221140948,36426575,PMC10469503,,The role of artificial intelligence in analysis of biofluid markers for diagnosis and management of glaucoma: A systematic review,"Pucchio A, Krance S, Pur DR, Bassi A, Miranda R, Felfeli T.",European journal of ophthalmology,2023,journal article; review-article; systematic review,false,true,4,,,https://europepmc.org/article/MED/36426575,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1177/15598276221146125,europe_pmc,MED,10.1177/15598276221146125,36896034,PMC9989500,,The Power and Connection of the Six Pillars,Frates B.,American journal of lifestyle medicine,2023,journal article; other,false,false,12,,,https://europepmc.org/article/MED/36896034,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1177/26331055231191523,europe_pmc,MED,10.1177/26331055231191523,37600456,PMC10436988,,The Physiological and Molecular Links Between Physical Activity and Brain Health: A Review,"Schock S, Hakim A.",Neuroscience insights,2023,journal article; review; review-article,false,true,2,,,https://europepmc.org/article/MED/37600456,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1186/s12866-023-02993-9,europe_pmc,MED,10.1186/s12866-023-02993-9,37648978,PMC10466738,,Genomic and metabonomic methods reveal the probiotic functions of swine-derived Ligilactobacillus salivarius,"Yang J, Shang P, Zhang B, Wang J, Du Z, Wang S, Xing J, Zhang H.",BMC microbiology,2023,"journal article; research support, non-u.s. gov't; research-article",false,true,15,,,https://europepmc.org/article/MED/37648978,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1186/s12877-025-05832-w,europe_pmc,MED,10.1186/s12877-025-05832-w,40069615,PMC11895367,,"Association between physical activity, trouble sleeping, and obesity among older Americans: a cross-sectional study based on NHANES data from 2007 to 2018","Hou X, Wang H, Yang Z, Jia Y, Lv Y, Dong X.",BMC geriatrics,2025,journal article; research-article,false,true,6,,,https://europepmc.org/article/MED/40069615,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1186/s12889-025-21405-3,europe_pmc,MED,10.1186/s12889-025-21405-3,39827114,PMC11742208,,Optimal exercise dose on Body Mass Index (BMI) in children and adolescents with overweight and obesity: a systematic review and bayesian model-based network meta-analysis,"Huang Z, Sun G, Li J, Zhang B, Lai G, Jing H, Zhou Y.",BMC public health,2025,journal article; network meta-analysis; review-article; systematic review,false,true,5,,,https://europepmc.org/article/MED/39827114,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1186/s12902-026-02441-5,crossref,journal-article,10.1186/s12902-026-02441-5,,,,The effect of blood flow restriction training on abdominal visceral fat and plasma N-lactoylphenylalanine among adults with obesity,"Li S, Cui T, Li S, Zheng X",BMC Endocrine Disorders,2026,journal-article,false,,,,,https://doi.org/10.1186/s12902-026-02441-5,N-lactoylphenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoylphenylalanine&rows=50&sort=relevance,crossref_rest_works
