study_id,study_title,species,analysis_type,number_of_samples,submission_date,release_date,institute,license,license_url,revision_comment,revision_datetime,revision_no,study_url,version
ST000114,SIRM Analysis of human P493 cells under hypoxia in [U-13C] labeled Glucose medium,Homo sapiens,GC-MS/LC-MS,8,2014-09-29,2015-02-03,University of Kentucky,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000115,Impact of insulin deprivation and treatment on sphingolipid distribution in different muscle subcellular compartments of streptozotocin-diabetic C57Bl/6 mice,Mus musculus,LC-MS,44,2014-09-30,2015-02-03,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000116,Comparative metabolomics analysis of the key metabolic nodes in propionic acid synthesis in Propionibacterium acidipropionici,Acidipropionibacterium acidipropionici,LC-MS,18,2014-11-14,2015-02-03,Jiangnan University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000117,Metabolomics analysis of multiple metabolic functions in the YjgF/YER057c/UK114 (Rid) protein family GC-MS (Part 1),Salmonella enterica;Escherichia coli,GC-MS,18,2014-11-06,2014-11-06,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000118,Metabolomics analysis of multiple metabolic functions in the YjgF/YER057c/UK114 (Rid) protein family GCMS (part 2),Salmonella enterica;Escherichia coli,GC-MS,29,2014-11-06,2014-11-06,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000119,Metabolomics analysis of multiple metabolic functions in the YjgF/YER057c/UK114 (Rid) protein family LCMS,Salmonella enterica;Escherichia coli,LC-MS,29,2014-11-06,2014-11-06,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000120,Disruption of Zinc homeostasis can impair maternal glucocorticoid metabolism: consequences on the developing fetus,Rattus norvegicus,LC-MS,270,2014-09-30,2014-09-30,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000121,Impact of anesthesia and euthanasia on metabolomics of mammalian tissues: studies in a C57BL/6J mouse model,Mus musculus,LC-MS,245,2014-11-21,2015-02-01,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000122,Perinatal DDT causes dysfunctional lipid metabolism underlying metabolic syndrome,Homo sapiens,LC-MS,42,2014-09-30,2014-09-30,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000133,1H NMR Metabolomics Study of Metastatic Melanoma in C57BL/6J Mouse Spleen,Mus musculus,NMR,10,2015-01-08,2015-01-08,Pacific Northwest National Laboratory,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000134,Monitoring In Vitro Response of Selenium-Treated Prostate Cells by 1H NMR Spectroscopy,Homo sapiens,NMR,4,2015-01-13,2015-01-13,Purdue University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000135,LCMS analysis of Bile Acids,Mus musculus,LC-MS,58,2015-01-13,2015-01-13,Pennsylvania State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000136,NIST lipidomics intralaboratory study,Homo sapiens,LC-MS,12,2014-01-16,2016-06-18,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000137,Metabolomics in sarcoidosis,Homo sapiens,NMR,30,2015-02-11,2015-02-11,Wayne State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000138,Targeted LC MS of acylcarnitines: TLCMS,Homo sapiens,LC-MS,370,2015-01-08,2016-06-18,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000140,Cell Rinsing Solution Comparison,Homo sapiens,LC-MS,5,2015-03-02,2016-03-03,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000142,H1299 13C-labeled Cell Study,Homo sapiens,LC-MS,4,2015-03-12,2015-03-12,University of Kentucky,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000143,Metabolic analysis of Normal Mouse Lung Fiboblasts with/without TGFbeta treatment (Part 1),Mus musculus,GC-MS/LC-MS,30,2015-03-13,2015-03-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000144,Primary T Cell Baseline (Donor 5) - II,Homo sapiens,GC-MS/LC-MS,24,2015-03-13,2015-03-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000145,Primary T Cell Noxa Knockdown (Donor 8),Homo sapiens,GC-MS/LC-MS,15,2015-03-13,2015-03-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000146,Noxa regulation of malate aspartate shuttle,Homo sapiens,LC-MS,18,2015-03-13,2015-03-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000147,13C targeted metabolomics,Homo sapiens,GC-MS/LC-MS,24,2015-03-13,2015-03-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000148,A549 13C-labeled Cell Study,Homo sapiens,LC-MS,5,2015-03-24,2015-03-24,University of Kentucky,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000149,High Insulin Combined With Essential Amino Acids Stimulates Skeletal Muscle Mitochondrial Protein Synthesis While Decreasing Insulin Sensitivity in Healthy Humans,Homo sapiens,LC-MS,120,2015-03-05,2015-03-05,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000150,Association of Metabolic Profile and Microbiome in Chronic Pressure Ulcer Wounds,Homo sapiens,NMR,8,2015-03-10,2015-04-20,Montana State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000153,Primary T Cell Noxa Knockdown (Donor 8)-II,Homo sapiens,LC-MS,16,2015-02-13,2015-04-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000154,Use of Aspartate Dehydrogenase by cancer cells,Homo sapiens,GC-MS/LC-MS,27,2015-01-21,2015-04-24,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000155,ND/HSD sated/fasted fly brains,Drosophila melanogaster,LC-MS,20,2015-01-21,2015-04-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000156,Yeast glycolysis in normoxia and hypoxia (150107_pfk2),Saccharomyces cerevisiae,LC-MS,30,2015-01-20,2015-04-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000157,13C mass isotopomer analysis (LCMS flux studies) MLL-AF9 (part II),Mus musculus,LC-MS,18,2015-01-13,2016-01-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000158,Human fecal bile acid profiles before and after fecal transplant,Homo sapiens,LC-MS,46,2014-12-03,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000159,U13C-Glutamine and U13C-Glucose Flux Analysis  (MFA SiHa B16F10),Homo sapiens,LC-MS,30,2014-12-02,2015-04-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000160,Basic Metabolism Studies (wt and TPA null),Mus musculus,LC-MS,10,2014-11-11,2015-04-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000161,Plasma Nucleotide/adenosine concentrations (Human AxP Batch 3),Homo sapiens,LC-MS,24,2014-10-27,2015-04-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000162,Yeast glycolysis in normoxia and hypoxia (150121_pkf2),Saccharomyces cerevisiae,LC-MS,12,2015-02-03,2015-04-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000163,Metabolomics of 50 healthy humans and common marmosets (MetabNet),Homo sapiens;Callithrix jacchus,LC-MS,300,2015-04-27,2015-04-28,Emory University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000164,Metabolomic analysis of normal and diabetic mouse bone marrow under PBS or metformin treatment,Mus musculus,LC-MS,15,2015-03-04,2016-12-22,New York University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000165,Sparing of muscle mass and function by passive loading in an experimental intensive care unit model,Rattus norvegicus,IR-MS,104,2015-04-10,2015-05-10,Uppsala University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000166,Cardiac Resynchronization Therapy Induces Adaptive Metabolic Transitions in the Metabolomic Profile of Heart Failure,Homo sapiens,GC-MS,53,2015-05-14,2015-06-28,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000167,Cold Storage of Rat Hepatocyte Spheroids,Rattus norvegicus,LC-MS,45,2015-05-14,2015-06-28,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000168,Effect of Insulin Sensitizer Therapy on Amino Acids and Their Metabolites,Homo sapiens,LC-MS,200,2015-05-21,2015-06-28,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000169,Baby Mice Hyperoxia treatment (G64-N.H-7d14d),Mus musculus,LC-MS,16,2014-10-28,2015-06-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000170,13C mass isotopomer analysis (LCMS flux studies) MLL-AF9 (part III),Mus musculus,LC-MS,9,2015-01-13,2016-01-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000171,cell metabolomics (metabolic phenotypes of a clock mutant mouse),Mus musculus,GC-MS,11,2014-04-01,2015-06-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000172,THP1 Human Monocyte cells Project A (part I),Homo sapiens,LC-MS,59,2015-06-04,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000173,Comparative metabolomics study of WT and iButOH tolerant E. coli,Escherichia coli,LC-MS,14,2015-06-04,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000174,Mouse macrophages from bone marrow treatment,Mus musculus,LC-MS,14,2015-06-05,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000176,cell and liver metabolomics,Mus musculus,GC-MS/LC-MS,14,2014-05-12,2015-06-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000178,T cell metabolism during graft-versus-host disease (CAB 307)-PART I,Mus musculus,GC-MS/LC-MS,7,2015-06-06,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000180,2 lines of pulmonary artery smooth muscle cells metabolic profile (122 vs 3633C central metabolic profile),Ovis aries,LC-MS,10,2015-06-06,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000181,T cell metabolism during graft-versus-host disease(CAB 311),Mus musculus,LC-MS,8,2015-06-07,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000182,Bone Marrow Metabolomics (part I),Mus musculus,LC-MS,16,2015-06-07,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000183,Metabolic analysis of Parp1 ko/wt Saline & Bleo Mouse Lung Fiboblasts and Human IPF & Normal Lung Fiboblasts (Part 3),Mus musculus,LC-MS,16,2015-06-07,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000185,Fetal Lambs vascular graft Normal v Shunt LECs,Ovis aries,GC-MS/LC-MS,6,2015-06-07,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000188,Murine apyrase,Mus musculus,LC-MS,15,2015-06-08,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000189,Hirschprung Enterocolitis SCFA,Homo sapiens,GC-MS,20,2015-06-08,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000190,Assessment of dietary zinc on SCFA cecal production,Gallus gallus,GC-MS,12,2015-06-08,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000191,SCFA in Hypertension,Rattus norvegicus,GC-MS,56,2015-06-08,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000192,TRF Microbiome Study NA/FA/FT/CDKO 4-14,Mus musculus,LC-MS,31,2015-06-08,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000193,BAF60a LKO Liver specific knockout Bile acid,Mus musculus,LC-MS,18,2015-06-09,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000194,Lanthanide-mineral induced alteration of bile acid metabolism in a murine model of steatohepatitis,Mus musculus,LC-MS,19,2015-06-09,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000195,ACSL5 Whole Body Bile Acids,Mus musculus,LC-MS,51,2015-06-09,2016-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000196,Murine gastrointestinal bile acid profiles before and after antibiotics,Mus musculus,LC-MS,135,2015-06-09,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000198,"Liver and Plasma metaboites for 13C-glucose load in wild type, LIRKO and LIRFKO mice",Mus musculus,LC-MS,40,2015-06-10,2015-12-28,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
