study_id,analysis_id,analysis_summary,analysis_type,chromatography_type,ms_instrument_type,ion_mode,units,assay_scope,assay_scope_basis,chromatography system,column_name,ms_instrument_name,ms_type,nmr_experiment_type,nmr_instrument_type,nmr_solvent,spectrometer_frequency
ST003778,AN006206,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,peak height,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003779,AN006207,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,a.u.,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003780,AN006208,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Peak intentsity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity I-Class,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Waters Xevo G2 QTOF,ESI,,,,
ST003781,AN006209,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Intensity units,explicit_untargeted,Metabolomics Workbench untarg_studies index,ACQUITY I-Class system,"Agilent InfinityLab Poroshell 120 EC-C18 (100 x 3mm,2.7um)",Bruker maXis Impact qTOF,ESI,,,,
ST003781,AN006210,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,Intensity units,explicit_untargeted,Metabolomics Workbench untarg_studies index,ACQUITY I-Class system,"Agilent InfinityLab Poroshell 120 EC-C18 (100 x 3mm,2.7um)",Bruker maXis Impact qTOF,ESI,,,,
ST003782,AN006211,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,AUC,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000 XRS,"Waters ACQUITY UPLC HSS T3 C18 (150 x 2.1mm,1.8um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003782,AN006212,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,AUC,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000 XRS,"Waters ACQUITY UPLC HSS T3 C18 (150 x 2.1mm,1.8um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003783,AN006213,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,AUC,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish Horizon,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Orbitrap Exploris 120,ESI,,,,
ST003783,AN006214,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,AUC,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish Horizon,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Orbitrap Exploris 120,ESI,,,,
ST003783,AN006215,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Not applicable,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000 XRS,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003783,AN006216,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,AUC,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000 XRS,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003784,AN006217,HILIC POSITIVE ION MODE,MS,HILIC,Triple quadrupole,POSITIVE,pmol/mg tissue,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity II,"Agilent InfinityLab Poroshell 120 HILIC-Z (100 x 2.1mm,2.7um)",Agilent 6470 QQQ,ESI,,,,
ST003784,AN006218,HILIC NEGATIVE ION MODE,MS,HILIC,Triple quadrupole,NEGATIVE,pmol/mg tissue,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity II,"Agilent InfinityLab Poroshell 120 HILIC-Z (100 x 2.1mm,2.7um)",Agilent 6470 QQQ,ESI,,,,
ST003785,AN006219,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple TOF,NEGATIVE,Normalised counts,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",ABI Sciex 5600+ TripleTOF,ESI,,,,
ST003785,AN006220,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple TOF,POSITIVE,Normalised counts,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",ABI Sciex 5600+ TripleTOF,ESI,,,,
ST003786,AN006221,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Abudances,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C18 (150 x 1.7 mm, 2.1 µm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST003789,AN006228,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Ion intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters XBridge BEH Amide (150 x 2.1 mm, 2.5 μm)",Thermo Orbitrap Exploris 480,ESI,,,,
ST003789,AN006229,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Ion intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters XBridge BEH Amide (150 x 2.1 mm, 2.5 μm)",Thermo Orbitrap Exploris 480,ESI,,,,
ST003790,AN006230,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Ion intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters XBridge BEH Amide (150 x 2.1 mm, 2.5 μm) (SKU#: 186006724)",Thermo Orbitrap Exploris 480,ESI,,,,
ST003790,AN006231,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Ion intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters XBridge BEH Amide (150 x 2.1 mm, 2.5 μm) (SKU#: 186006724)",Thermo Orbitrap Exploris 480,ESI,,,,
ST003791,AN006232,NMR data,NMR,,,,mg/dL,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D-1H,FT-NMR,,600 MHz
ST003792,AN006233,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 (30 x 2.1mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003792,AN006234,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 (30 x 2.1mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003793,AN006235,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003794,AN006236,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Orbitrap Exploris 120,ESI,,,,
ST003794,AN006237,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Orbitrap Exploris 120,ESI,,,,
ST003795,AN006238,CE POSITIVE ION MODE,MS,CE,TOF,POSITIVE,arbitrary unit,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7100 CE,Agilent Fused silica capillary (80cm x 50um),Agilent 6230 TOF,ESI,,,,
ST003795,AN006239,CE POSITIVE ION MODE,MS,CE,Triple quadrupole,POSITIVE,arbitrary unit,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7100 CE,Agilent Fused silica capillary (80cm x 50um),Agilent 6460 QQQ,ESI,,,,
ST003795,AN006240,CE NEGATIVE ION MODE,MS,CE,Triple quadrupole,NEGATIVE,arbitrary unit,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7100 CE,Agilent Fused silica capillary (80cm x 50um),Agilent 6460 QQQ,ESI,,,,
ST003796,AN006241,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,peak intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters XBridge BEH Amide (100 x 2.1mm,2.5um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST003797,AN006242,GC POSITIVE ION MODE,MS,GC,Single quadrupole,POSITIVE,Relative peak area to 13C-ribitol,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m x 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST003798,AN006243,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,normalized abundance,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Waters Xevo G2 QTOF,ESI,,,,
ST003799,AN006244,HILIC POSITIVE ION MODE,MS,HILIC,IDX,POSITIVE,Abudances,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2 mm, 3 µm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST003799,AN006245,Reversed phase POSITIVE ION MODE,MS,Reversed phase,IDX,POSITIVE,Abudances,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Acquity BEH C8 (100 x 2.1 mm, 1.7 µm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST003799,AN006246,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,A,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Phenomenex Luna NH2 (150 x 2.1 mm, 3 µm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST003799,AN006247,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,IDX,NEGATIVE,Abudances,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C18 (150 x 1.7 mm,2.1 µm)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003800,AN006248,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,AU,unclassified_or_other,no explicit targeted/untargeted label,Bruker Elute,"Hamilton Intensity Solo 2 C18 (100 × 2.1mm, 1.8um)",Bruker timsTOF,ESI,,,,
ST003801,AN006249,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,AU,unclassified_or_other,no explicit targeted/untargeted label,Bruker Elute,"Hamilton Intensity Solo 2 C18 (100 x 2.1mm, 1.8um)",Bruker timsTOF,ESI,,,,
ST003802,AN006250,HILIC POSITIVE ION MODE,MS,HILIC,Triple quadrupole,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,Waters ACQUITY UPLC BEH C18 (30 x 2.1 mm，1.7 μm),ABI Sciex 6500+ QTrap,ESI,,,,
ST003802,AN006251,HILIC NEGATIVE ION MODE,MS,HILIC,Triple quadrupole,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,Waters ACQUITY UPLC BEH C18 (30 x 2.1 mm，1.7 μm),ABI Sciex 6500+ QTrap,ESI,,,,
ST003803,AN006252,NMR data,NMR,,,,mM,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D-1H,FT-NMR,"NMR buffer, consisting of 100% D2O, 50 mM phosphate buffer, and 0.5 mM TSP (pH 7.4)",850 MHz
ST003804,AN006253,HILIC NEGATIVE ION MODE,MS,HILIC,QTOF,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"HILICON iHILIC-(P) Classic (100 x 2.1 mm, 5 μm, 200A)",Agilent 6545 QTOF,ESI,,,,
ST003805,AN006254,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,abundances,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Atlantis HILIC Silica (150 x 2.1 mm, 3 µm)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST003805,AN006255,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,abundances,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C8 (100 x 2.1 mm, 1.7 µm)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003805,AN006256,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,abundances,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Phenomenex Luna NH2 (150 x 2.1 mm, 3 µm)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003805,AN006257,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,abundances,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters ACQUITY UPLC HSS T3 (150 x 2.1 mm, 1.8 µm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST003806,AN006258,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Normalized Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
ST003807,AN006259,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity II,"Agilent InfinityLab Poroshell 120 EC-C18 (100 x 3 mm, 2.7 µm)",Agilent 6545 QTOF,ESI,,,,
ST003807,AN006260,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,Peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity II,"Agilent InfinityLab Poroshell 120 EC-C18 (100 x 3 mm, 2.7 µm)",Agilent 6545 QTOF,ESI,,,,
ST003808,AN006261,GC POSITIVE ION MODE,MS,GC,GC-FID & GC-MSD,POSITIVE,pmol/sample,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu GC-2010,"Phenomenex Zebron ZB-wax capillary (30m x 0.25mm, 0.25um)",Shimadzu QP2010 Plus,EI,,,,
ST003808,AN006262,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple quadrupole,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity,"Phenomenex Luna Omega C18 (50 x 2.1mm, 1.6um, 100 Å)",Agilent 6490 QQQ,ESI,,,,
ST003809,AN006263,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,m/z,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (150 x 1.7mm,2.1um)",Waters Synapt G2 S QTOF,ESI,,,,
ST003810,AN006264,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,m/z,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (150 x 1.7mm,2.1um)",Waters Synapt G2 S QTOF,ESI,,,,
ST003811,AN006265,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,N/A,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Thermo Orbitrap Exploris 120,ESI,,,,
ST003811,AN006266,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,N/A,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Thermo Orbitrap Exploris 120,ESI,,,,
ST003812,AN006267,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,ion count,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex,"Waters XBridge BEH Amide (100 x 2.1mm,2.5um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST003812,AN006268,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,ion count,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex,"Waters XBridge BEH Amide (100 x 2.1mm,2.5um)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003813,AN006269,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,ion count,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex,"Waters XBridge BEH Amide (100 x 2.1mm,2.5um)",Thermo Orbitrap Exploris 480,ESI,,,,
ST003813,AN006270,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,ion count,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex,"Waters XBridge BEH Amide (100 x 2.1mm,2.5um)",Thermo Orbitrap Exploris 480,ESI,,,,
ST003814,AN006271,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,ion count,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Agilent InfinityLab Poroshell 120 EC-C18 (100 x 3mm,2.7um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST003814,AN006272,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,ion count,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Agilent InfinityLab Poroshell 120 EC-C18 (100 x 3mm,2.7um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST003815,AN006273,None (Direct infusion) POSITIVE ION MODE,MS,None (Direct infusion),TOF,POSITIVE,Peak intensity (relative abundance),explicit_untargeted,Metabolomics Workbench untarg_studies index,none,none,Bruker Autoflex speed MALDI-TOF/TOF,MALDI,,,,
ST003817,AN006275,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple TOF,POSITIVE,Relative abundance,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",ABI Sciex 5600 TripleTOF,ESI,,,,
ST003817,AN006276,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple TOF,NEGATIVE,Relative abundance,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",ABI Sciex 5600 TripleTOF,ESI,,,,
ST003818,AN006277,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple TOF,POSITIVE,Relative abundance,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",ABI Sciex 5600 TripleTOF,ESI,,,,
ST003818,AN006278,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple TOF,NEGATIVE,Relative abundance,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",ABI Sciex 5600 TripleTOF,ESI,,,,
ST003819,AN006279,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Normalized peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Merck SeQuant ZIC-HILIC (150 x 2.1mm,5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003828,AN006288,HILIC NEGATIVE ION MODE,MS,HILIC,QTOF,NEGATIVE,Abundance,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6550,"Agilent InfinityLab Poroshell 120 HILIC-Z (100 x 2.1mm, 2.7um)",Agilent 6550 QTOF,ESI,,,,
ST003829,AN006289,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (100 x 2.1mm,1.7um)",Thermo Orbitrap Exploris 120,ESI,,,,
ST003829,AN006290,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (100 x 2.1mm,1.7um)",Thermo Orbitrap Exploris 120,ESI,,,,
ST003830,AN006291,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,a.u.,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003833,AN006294,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
ST003833,AN006295,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
ST003834,AN006296,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area/fresh weight (mg),explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Phenomenex Kinetex EVO C18 (100 x 2.1 mm, 1.7 μm)",Thermo Q Exactive Orbitrap,Other,,,,
ST003835,AN006297,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters XBridge XP BEH Amide (150 mm x 2.1 mm, 2.5 µm)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003835,AN006298,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters XBridge XP BEH Amide (150 mm x 2.1 mm, 2.5 µm)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003836,AN006299,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters XBridge XP BEH Amide (150 mm x 2.1 mm, 2.5 µm)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003836,AN006300,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters XBridge XP BEH Amide (150 mm x 2.1 mm, 2.5 µm)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003837,AN006301,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Inertsil Ph-3 UHPLC (150 × 2.1mm, 2um)",Bruker Impact II,ESI,,,,
ST003837,AN006302,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Inertsil Ph-3 UHPLC (150 × 2.1mm, 2um)",Bruker Impact II,ESI,,,,
ST003837,AN006303,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Bruker Elute UHPLC,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Bruker timsTOF Pro 2,ESI,,,,
ST003837,AN006304,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Bruker Elute UHPLC,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Bruker timsTOF Pro 2,ESI,,,,
ST003839,AN006308,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Thermo Hypersil GOLD aQ (100 x 2.1mm,1.9um)",Thermo Q Exactive HF-X Orbitrap,Other,,,,
ST003841,AN006313,Reversed phase UNSPECIFIED ION MODE,MS,Reversed phase,Orbitrap,UNSPECIFIED,ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"Waters XBridge BEH C18 (100 x 2.1mm,3.5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST003842,AN006314,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Signal Intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY Premier CSH C18 (100 x 2.1mm, 1.7um)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003842,AN006315,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Signal Intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY Premier CSH C18 (100 x 2.1mm, 1.7um)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003843,AN006316,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Signal Intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters Atlantis Premier BEH Z-HILIC (100 x 2.1mm, 1.7um)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003843,AN006317,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Signal Intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters Atlantis Premier BEH Z-HILIC (100 x 2.1mm, 1.7um)",Thermo Orbitrap Exploris 240,ESI,,,,
ST003845,AN006319,NMR data,NMR,,,,micromolar,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D-1H,FT-NMR,Water- D2O (90/10),600 MHz
ST003846,AN006320,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish Horizon,"Waters XBridge BEH Amide (150 x 2.1mm, 2.5um) with VanGuard (5 x 2.1mm, 2.5um) guard column",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
ST003846,AN006321,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish Horizon,"Waters XBridge BEH Amide (150 x 2.1mm, 2.5um) with VanGuard (5 x 2.1mm, 2.5um) guard column",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
