metabolite,refmet_name,log2fc,p_value,fdr,sex,neg_log10_p
sie(20:4)_m+nh3_feature1,sitosterol ester(20:4)_lp_a,0.0686048,0.66633415,1.0,female,0.17630792832499292
butyrobetaine,3-dehydroxycarnitine,-0.0449681,0.6671141,1.0,male,0.1757998800827169
ethanolamine,ethanolamine,-0.04232765,0.6678969,1.0,female,0.17529057228016506
pc(36:2)_feature3,pc(36:2)_lp_c,0.04790841,0.6697355,1.0,female,0.17409668024033
c38:5 pe plasmalogen,pe(p-38:4)/pe(o-38:5),-0.16195157,0.6697432,1.0,male,0.17409168715233142
pc(34:3)>pc(16:0_18:3)_m+h2co2_feature3,pc(16:0_18:3)_ln_c,0.060379073,0.6711182,1.0,female,0.17320098342719836
"gtinternalstandard_pe(18:1(d7))>pe(18:1(9z,d7)/0:0)_and_pe(0:0/18:1(9z,d7))_[istd]","gtinternalstandard_pe(18:1(d7))>pe(18:1(9z,d7)/0:0)_and_pe(0:0/18:1(9z,d7))_[istd]",-0.05086899,0.67170006,1.0,male,0.1728246129076974
methionine sulfoxide,methionine sulfoxide,0.094053805,0.67189825,1.0,female,0.17269649005527632
glycohyocholate,glycohyocholic acid,-0.31546304,0.67297673,1.0,male,0.17199995242879232
lpc(22:5/0:0)_feature2,lpc(22:5/0:0)_lp_b,0.078009136,0.67339987,1.0,male,0.17172697178857185
n-acetylputrescine,n-acetylputrescine,-0.08610307,0.6746038,1.0,female,0.17095121678692535
dg(36:4)>dg(16:0_20:4_0:0)_m+nh3_feature2,dg(16:0_20:4)_lp_b,-0.078257106,0.675147,1.0,female,0.1706016577789871
NA,sm(d34:0),0.058585603,0.67522633,1.0,male,0.1705506310287935
pi(38:5)>pi(18:1_20:4)_feature1,pi(18:1_20:4)_ln_a,-0.05260996,0.67653495,1.0,male,0.16970976270261776
NA,glycochenodeoxycholic acid,-0.1770204,0.6766222,1.0,male,0.16965375709588013
glycohyocholate,glycohyocholic acid,-0.2580128,0.6772045,1.0,female,0.16928016468201063
13-hpode,13-hpode,0.3488114,0.6776251,1.0,female,0.16901051562067235
maleate,maleic acid,0.12030573,0.6782123,1.0,female,0.16863433815910076
pc(36:5)_feature4,pc(36:5)_lp_d,0.07828946,0.6792736,1.0,male,0.1679552639564841
lpc(22:6/0:0)_and_lpc(0:0/22:6)_feature1and2,lpc(22:6)_lp_ab,-0.062918805,0.68044513,1.0,female,0.1672068898566672
sm(d40:1)_feature2,sm(d40:1)_lp_b,-0.056045957,0.6818842,1.0,female,0.16628937251520212
pc(35:3)_feature1,pc(35:3)_lp_a,0.075976156,0.683549,1.0,female,0.1652303477137822
pc(36:4)_feature3,pc(36:4)_lp_c,-0.04737682,0.6839469,1.0,male,0.1649776145549828
car(10:0-oh)_feature1,car(10:0(oh)),0.09165557,0.68436766,1.0,male,0.16471052136266123
glycoursodeoxycholate,glycoursodeoxycholic acid,-0.47263342,0.6846165,1.0,male,0.1645526381040748
sie(20:4)_m+nh3_feature1,sitosterol ester(20:4)_lp_a,-0.087911256,0.68569845,1.0,male,0.16386683224267212
"fa(20:5(5z,8z,11z,14z,17z)))",epa,-0.07765699,0.687101,1.0,male,0.16297941939073785
tg(55:4)>tg(18:1_18:2_19:1)_and_tg(18:2_18:2_19:0)_and_tg(18:1_18:1_19:2)_m+nh3_feature2,tg(55:4)_lp_b,0.17377967,0.68737984,1.0,female,0.1628032093316799
pe(o-36:3)_feature2,pe(o-36:3)_lp_b,-0.17033064,0.68840533,1.0,female,0.16215577579272347
glycohyodeoxycholate,glycohyodeoxycholic acid,-0.39408395,0.68890756,1.0,male,0.16183904931917167
tg(53:3)>tg(17:0_18:1_18:2)_and_tg(17:1_18:1_18:1)_and_tg(16:1_18:1_19:1)_and_tg(16:0_18:1_19:2)_m+nh3_feature1,tg(53:3)_lp_a,0.090211526,0.6898667,1.0,female,0.1612348180267112
glycocholate_feature1,glycocholic acid,-0.3192089,0.6900352,1.0,female,0.16112875451514652
sm(d38:2)_feature2,sm(d38:2)_lp_b,-0.08268413,0.692033,1.0,female,0.15987319546204395
"gtinternalstandard_pc(33:1(d7))>pc(15:0/18:1(9z,d7))_feature1","gtinternalstandard_pc(33:1(d7))>pc(15:0/18:1(9z,d7))_[istd]",-0.06442889,0.69212765,1.0,male,0.1598138006616265
NA,sphingosine 1-phosphate,-0.10849232,0.6928629,1.0,female,0.15935269275324965
pc(39:6)_feature3,pc(39:6)_lp_c,-0.09478306,0.69311625,1.0,female,0.1591939190686445
pc(36:0)_feature1,pc(36:0)_lp_a,0.12297033,0.69311666,1.0,female,0.15919366216991365
car(15:0)_feature1,car(15:0)_lp_a,-0.26156756,0.69384927,1.0,male,0.15873486429594216
1-methylguanosine,1-methylguanosine,-0.08476443,0.6943305,1.0,female,0.15843375698057147
pc(o-40:3)_feature1,pc(o-40:3)_lp_a,-0.057928268,0.6957792,1.0,male,0.1575285584286796
pc(30:0)_feature2,pc(30:0)_lp_b,-0.08750149,0.6958867,1.0,female,0.1574614637949785
cotinine n-oxide,cotinine n-oxide,-0.42914417,0.6968391,1.0,female,0.15686748883014406
car(16:2)_feature1,car(16:2)_lp_a,-0.09992174,0.69725746,1.0,male,0.15660683049396226
methionine sulfoxide,methionine sulfoxide,0.08999556,0.6984882,1.0,male,0.1558409262973632
cer(d40:1)_m+h2co2_feature1,cer(d40:1)_ln_a,0.03565244,0.6986051,1.0,male,0.1557682482234608
sie(18:2)_m+nh3_feature1,sitosterol ester(18:2),0.059758864,0.699465,1.0,male,0.1552340119615154
fa(18:3),octadecatrienoic acid,0.093927644,0.7007552,1.0,female,0.15443367084498366
pc(o-40:6)_feature1,pc(o-40:6)_lp_a,-0.082862854,0.7015128,1.0,female,0.1539644003039708
tg(58:10)_m+nh3_feature2,tg(58:10)_lp_b,0.07126595,0.7017336,1.0,male,0.1538277283375997
sm(d43:1)_feature1,sm(d43:1)_lp_a,-0.07370648,0.7020082,1.0,male,0.15365781494433625
tg(52:0)>tg(16:0_16:0_20:0)_m+nh3_feature3,tg(16:0_16:0_20:0)_lp_c,0.08294114,0.7021392,1.0,male,0.15357677989446275
c26 carnitine,car(26:0),-0.06387399,0.70263445,1.0,female,0.15327056066679776
fa(20:5)_feature1,eicosapentaenoic acid,-0.10560017,0.7031301,1.0,female,0.15296431013732567
pi(36:3)>pi(18:1_18:2)_feature1,pi(18:1_18:2)_ln_a,-0.09728262,0.7035944,1.0,female,0.15267762580749442
lpc(20:4/0:0)_feature2,lpc(20:4/0:0)_lp_b,-0.064291604,0.7045484,1.0,female,0.15208916702458566
pc(42:9)_feature1,pc(42:9)_lp_a,-0.061275702,0.7050137,1.0,male,0.1518024436091795
c14:0 sm,sm(d18:1/14:0),-0.113820635,0.7053237,1.0,female,0.15161152292373467
ectoine,ectoine,0.1451588,0.70652115,1.0,female,0.15087483283763403
cystine,cystine,0.055082913,0.70739007,1.0,male,0.1503410408945693
sm(d38:2)_feature1,sm(d38:2)_lp_a,-0.06316626,0.70991784,1.0,female,0.14879191001233552
tauro-alpha-muricholate,tauro-alpha-muricholic acid,0.1755944,0.71045065,1.0,male,0.14846608406591993
NA,cis-aconitic acid,-0.09626297,0.71152705,1.0,male,0.1478085847681323
lpc(22:5)_feature2,lpc(22:5)_ln_b,-0.05357073,0.7119812,1.0,male,0.14753147384074833
glu-phe,glu-phe,-0.050555747,0.7120675,1.0,male,0.14747883573387163
sm(d42:2),sm(d42:2),-0.0417938,0.7133325,1.0,male,0.14670798872413465
pc(37:4)_feature3,pc(37:4)_lp_c,-0.06904859,0.7144719,1.0,female,0.1460148472297948
fa(16:0),palmitic acid,0.09168064,0.71449834,1.0,female,0.1459987758718597
sm(d41:1)_feature1,sm(d41:1),-0.06604341,0.7148737,1.0,female,0.14577068021039083
cer(d43:1)>cer(d18:1/25:0)_feature2,cer(d18:1/25:0)_lp_b,-0.08018031,0.7152624,1.0,female,0.14553460440016194
alpha-aminoadipic-acid,aminoadipic acid,-0.06642296,0.71538925,1.0,female,0.1454575901875494
car(8:1),car(8:1),-0.10677358,0.7156266,1.0,female,0.14531352498208716
pe(o-36:5)>pe(o-16:1/20:4)_feature3,pe(o-16:1/20:4)_lp_c,-0.20188864,0.7156279,1.0,male,0.1453127360478669
c34:0 pe,pe(34:0),-0.07198892,0.7157325,1.0,female,0.14524926188316603
tg(55:3)_m+nh3_feature3,tg(55:3)_lp_c,0.09407847,0.7160523,1.0,female,0.14505525594369484
NA,car(5:0),-0.051484223,0.71674675,1.0,female,0.14463426763193651
sm(d42:2)_m+h2co2_feature1,sm(d42:2)_ln_a,0.05159128,0.7174946,1.0,female,0.14418136316404315
fa(22:5),docosapentaenoic acid,0.09501028,0.71782,1.0,female,0.14398444546135625
ce(18:1)_m+nh3_feature1,ce(18:1),0.05233811,0.7184151,1.0,female,0.14362454803095495
pe(o-40:6)>pe(o-18:1/22:5)_feature4,pe(o-18:1/22:5)_lp_d,-0.091425315,0.719736,1.0,male,0.14282677408014122
NA,alpha-tocopherol,-0.057274327,0.7203958,1.0,female,0.14242882783770855
dg(38:5)>dg(18:1_20:4_0:0)_m+nh3_feature2,dg(18:1_20:4)_lp_b,0.050968397,0.7213577,1.0,female,0.14184932804925585
13s-hotre(gamma),13s-hotre(gamma),0.43182075,0.72144985,1.0,female,0.14179385254725727
hexose,hexose,0.050028723,0.7222531,1.0,female,0.1413105854339148
hexcer(d42:1)>hexcer(d18:1/24:0)_feature2,hexcer(d42:1)_lp_b,0.1158796,0.7225385,1.0,male,0.14113900685227387
c24:0 lpc,lpc(24:0),-0.041270107,0.7232281,1.0,female,0.14072470830998818
pc(35:2)_feature2,pc(35:2)_lp_b,0.048244298,0.7235832,1.0,female,0.14051152505157644
sm(d42:3)_m+h2co2_feature1,sm(d42:3)_ln_a,0.0350078,0.72404504,1.0,male,0.1402344172074698
c38:6 pc plasmalogen,pc(p-38:5)/pc(o-38:6),-0.03336902,0.72567815,1.0,female,0.13925595322724796
oxaloacetate,oxaloacetic acid,-0.17303532,0.72624844,1.0,female,0.13891478747613184
methylguanidine,methylguanidine,-0.16011554,0.7272653,1.0,female,0.13830713342132545
chenodeoxycholate,chenodeoxycholic acid,0.45060062,0.72737247,1.0,male,0.13824314039066216
2-aminooctanoate,2-aminooctanoic acid,0.059500784,0.7278269,1.0,male,0.13797189721684655
lpe(20:0)_feature2,lpe(20:0)_ln_b,0.042356584,0.7279078,1.0,female,0.13792362685051934
pc(30:0)_feature1,pc(30:0)_lp_a,0.047057923,0.72794527,1.0,female,0.13790127155302973
pi(38:5)>pi(18:1_20:4)_feature2,pi(18:1_20:4)_lp_b,0.14125462,0.72821474,1.0,female,0.13774053463597297
lpc(22:0)_feature2,lpc(22:0)_ln_b,-0.03296426,0.7282931,1.0,female,0.13769380462230577
retinoate,retinoic acid,-0.17244722,0.72874963,1.0,female,0.13742165273241366
ce(20:4)_m+nh3_feature1,ce(20:4)_lp_a,-0.052135803,0.72975665,1.0,female,0.1368219387583849
leu-pro,leu-pro,0.05968286,0.7297981,1.0,female,0.1367972716381145
pc(32:0),pc(32:0),0.08191911,0.7309133,1.0,male,0.13613413544253314
sdma,symmetric dimethyl-arginine,-0.035235666,0.7311215,1.0,male,0.13601044466343068
NA,n-acetylleucine,0.055557854,0.73129964,1.0,male,0.13590464036770103
"gtinternalstandard_ps(33:1(d7))>ps(15:0/18:1(9z,d7))_feature1","gtinternalstandard_ps(33:1(d7))>ps(15:0/18:1(9z,d7))_[istd]",0.052712865,0.7314025,1.0,male,0.13584355953755722
NA,pc(40:8),-0.07217727,0.73160475,1.0,female,0.1357234834962054
NA,hippuric acid,-0.10419249,0.73165536,1.0,male,0.13569344147758183
cer(d42:2)_feature1,cer(d42:2)_ln_a,-0.048004806,0.7324134,1.0,male,0.13524371858549555
pc(34:0)_feature4,pc(34:0)_lp_c,0.052966237,0.7332889,1.0,male,0.13472488899216367
citrate+isocitrate,citric acid/isocitric acid,-0.11650407,0.73361677,1.0,male,0.1345307495364851
c18:0 lpe a,lpe(18:0)_hp_a,0.033582866,0.7338648,1.0,female,0.13438394283911423
NA,sn-glycero-3-phosphocholine,0.033483148,0.7357385,1.0,male,0.13327651743844213
gtinternalstandard_cholesterol(d7)_m-h2o_feature1,gtinternalstandard_cholesterol(d7)_[istd],0.07368462,0.73773634,1.0,male,0.13209882319370334
taurohyodeoxycholate,taurohyodeoxycholic acid,-0.23125151,0.73861974,1.0,male,0.1315790897820978
pe(o-38:5)>pe(o-16:1/22:4)_feature5,pe(o-16:1/22:4)_lp_e,0.16672572,0.7387107,1.0,male,0.13152561030986293
tg(46:2)_m+nh3_feature2,tg(46:2)_lp_b,0.12504722,0.7395822,1.0,female,0.1310135498314204
imidazole propionate,imidazolepropionic acid,-0.08751818,0.74015903,1.0,male,0.13067495806468898
tg(57:1)>tg(16:0_18:1_23:0)_and_tg(18:0_18:1_21:0)_m+nh3_feature1,tg(57:1),-0.122829065,0.74157524,1.0,male,0.12984477901308036
NA,xanthosine,0.17171434,0.7418209,1.0,female,0.12970093505862634
car(12:0)_feature2,car(12:0)_lp_b,-0.07117903,0.7425028,1.0,male,0.12930190427033725
tg(54:8)_m+nh3_feature1,tg(54:8)_lp_a,0.09186736,0.7441399,1.0,female,0.1283454084240703
pc(37:5)_feature4,pc(37:5)_lp_d,0.05075796,0.74417245,1.0,male,0.12832641202806752
tg(52:7)_m+nh3_feature2,tg(52:7)_lp_b,0.11016349,0.74448264,1.0,male,0.12814542476218416
NA,sphingosine,0.2212967,0.7463823,1.0,male,0.12703866816760598
pc(32:0),pc(32:0),0.061203513,0.74664414,1.0,female,0.12688633909256647
pc(42:5)_feature6,pc(42:5)_lp_f,-0.05088975,0.748717,1.0,male,0.12568230588308132
NA,n-acetylleucine,-0.05571606,0.7498546,1.0,female,0.12502293999423686
pc(35:0)_feature1,pc(35:0)_lp_a,-0.056531306,0.7508474,1.0,female,0.12444831875093228
tg(52:5)>tg(16:1_18:2_18:2)_m+nh3_feature1,tg(16:1_18:2_18:2)_lp_a,-0.108304694,0.7520443,1.0,male,0.12375657605877972
tg(54:5)>tg(18:1_18:2_18:2)_and_tg(16:0_16:0_22:5)_and_tg(16:0_18:1_20:4)_feature5,tg(54:5)_lp_e,0.046553425,0.7535162,1.0,female,0.12290740626245265
tg(54:8)_m+nh3_feature1,tg(54:8)_lp_a,0.13573603,0.75430244,1.0,male,0.1224544874360884
pc(33:0)_feature1,pc(33:0)_lp_a,-0.04361243,0.75500613,1.0,female,0.12204952225906796
cystine,cystine,-0.039010026,0.75506616,1.0,female,0.12201499318660562
c34:2 pe plasmalogen,pe(p-34:1)/pe(o-34:2),-0.04835979,0.7559081,1.0,female,0.12153100091272376
pc(38:2)>pc(18:0_20:2)_m+h2co2_feature3,pc(18:0_20:2)_ln_c,0.031627774,0.7560484,1.0,female,0.12145040135051954
tg(54:8)_m+nh3_feature2,tg(54:8)_lp_b,-0.10638054,0.75700104,1.0,male,0.12090352384741611
fa(20:5)_feature1,eicosapentaenoic acid,-0.076860674,0.7576609,1.0,male,0.12052512446021264
pc(35:0)_feature2,pc(35:0)_lp_b,-0.043063965,0.75841373,1.0,female,0.12009381331600594
NA,serotonin,-0.22597353,0.75847954,1.0,female,0.12005612982114547
phenylacetylglycine,phenylacetylglycine,-0.09801574,0.75892293,1.0,male,0.11980232525759867
sm(d38:1)_m+h2co2_feature2,sm(d38:1)_ln_b,-0.048467934,0.7607292,1.0,male,0.11876991336837288
sm(d42:1)_feature2,sm(d42:1)_lp_b,0.08160698,0.76095635,1.0,male,0.11864025452749469
9-hete,9-hete,0.2603639,0.761338,1.0,female,0.1184224931037713
pe(36:2)>pe(18:0_18:2)_feature2,pe(18:0_18:2)_ln_b,0.067295134,0.7619342,1.0,male,0.11808253234911124
NA,indolelactic acid,0.042245228,0.7629076,1.0,male,0.11752805869012857
fa(10:0),capric acid,0.05951951,0.7635366,1.0,male,0.11717014027479614
NA,uridine,0.04240641,0.76397234,1.0,female,0.11692236498822059
sm(d41:0)_feature1,sm(d41:0),-0.059402373,0.76692766,1.0,female,0.11524559869047515
4-aminohippurate,4-aminohippuric acid,-0.044133212,0.7669436,1.0,female,0.1152365723083761
fa(22:3),docosatrienoic acid,0.08011196,0.76788455,1.0,female,0.11470407042020869
pc(o-32:0)_feature1,pc(o-32:0),-0.09309463,0.7691264,1.0,male,0.11400228137998014
car(24:0)_feature1,car(24:0),0.04910675,0.76912653,1.0,male,0.11400220797425922
sarcosine,sarcosine,0.02355538,0.7699802,1.0,male,0.11352044254349546
hexose phosphate,hexose 6-phosphate,-0.15973185,0.7700854,1.0,male,0.11346111029223643
tg(53:4)>tg(17:0_18:2_18:2)_and_tg(17:1_18:1_18:2)_m+nh3_feature2,tg(53:4)_lp_b,0.096652664,0.77016276,1.0,male,0.11341748482717079
"9,10-dihome","9,10-dihome",0.064790875,0.7707774,1.0,male,0.11307102779860784
NA,leucine/isoleucine,0.028308377,0.7709936,1.0,female,0.11294922700250656
citrate+isocitrate,citric acid/isocitric acid,0.07735239,0.7716806,1.0,female,0.11256241774778367
n-acetylphenylalanine,n-acetylphenylalanine,-0.07495536,0.7718228,1.0,female,0.11248239631666618
pc(32:2)_feature1,pc(32:2)_lp_a,0.054877978,0.7720066,1.0,female,0.11237898679984919
"11,12-dihetre","11,12-dihetre",-0.022537883,0.7723504,1.0,female,0.11218562419606669
fructose 6-phosphate,fructose 6-phosphate,-0.15706375,0.77251494,1.0,male,0.11209311281339489
tg(60:3)_m+nh3_feature1,tg(60:3)_lp_a,-0.07126093,0.77268595,1.0,male,0.11199698460102571
c18:1 lpe,lpe(18:1),0.039427906,0.77337176,1.0,female,0.11161169042184593
sphingosine-1p (c18)_feature1,sphingosine-1-phosphate,-0.048122168,0.7738272,1.0,male,0.11135600891007572
fa(18:3),octadecatrienoic acid,-0.051688824,0.7741294,1.0,male,0.11118643853052051
pc(35:4)>pc(15:0_20:4)_m+h2co2_feature2,pc(15:0_20:4)_ln_b,0.02496791,0.77519554,1.0,female,0.1105887346143619
trimethylamine-n-oxide,trimethylamine n-oxide,0.1252236,0.7762514,1.0,female,0.1099976035474389
NA,oleic acid,0.045489285,0.7778781,1.0,male,0.1090884552535457
NA,sm(d35:1),-0.03752669,0.7788361,1.0,female,0.10855392660829355
cer(d40:2)>cer(d18:1/22:1)_feature1,cer(d18:1/22:1)_lp_a,-0.05046031,0.77894866,1.0,female,0.10849116545126686
cer(d40:0)>cer(d18:0/22:0)_feature1,cer(d18:0/22:0),0.09476903,0.77925205,1.0,male,0.10832204653907017
pe(34:2)_feature2,pe(34:2)_lp_b,-0.04509361,0.7793454,1.0,female,0.1082700236258617
pc(42:6)_feature3,pc(42:6)_lp_c,0.061572693,0.779969,1.0,male,0.1079226580742409
sm(d36:0)_feature1,sm(d36:0),-0.07130417,0.77997494,1.0,male,0.10791935063586909
pc(39:4)_feature5,pc(39:4)_lp_e,0.07318753,0.7800465,1.0,female,0.10787950744865395
n-acetylhistamine,n-acetylhistamine,-0.049557116,0.78043914,1.0,male,0.10766095831932897
pc(38:5)>pc(16:0_22:5)_and_pc(18:1_20:4)_m+h2co2_feature3,pc(38:5)_ln_c,0.02524293,0.7811841,1.0,female,0.1072466048011518
9-hode,9-hode,0.37123838,0.78235215,1.0,female,0.10659771960395016
pc(36:4)>pc(18:2/18:2)_m+h2co2_feature2,pc(18:2/18:2)_ln_b,0.08669292,0.7824845,1.0,female,0.10652425650501654
1-methylguanosine,1-methylguanosine,-0.1326219,0.783327,1.0,male,0.10605690377920866
tauroursodeoxycholate,tauroursodeoxycholic acid,-0.19174935,0.7838032,1.0,male,0.1057929677786802
5-hydroxytryptophol,5-hydroxytryptophol,0.063066445,0.78395194,1.0,female,0.10571056082649238
car(20:2-oh)_feature1,car(20:2(oh)),-0.118744545,0.7849549,1.0,female,0.10515529515768329
methyl-3-hydroxybenzoate,methyl 3-hydroxybenzoate,-0.113045886,0.7856131,1.0,female,0.10479128335466222
fa(14:0),myristic acid,0.07501675,0.7863157,1.0,female,0.10440305289116396
NA,sm(d18:1/18:0),-0.033179633,0.7871701,1.0,male,0.10393141057725565
tg(46:1)>tg(12:0_16:0_18:1)_and_tg(10:0_18:0_18:1)_and_tg(14:0_16:0_16:1)_m+nh3_feature2,tg(46:1)_lp_b,0.1169873,0.7874609,1.0,female,0.10377100113939591
cotinine n-oxide,cotinine n-oxide,-0.22427893,0.78917015,1.0,male,0.10282935009933773
tg(56:1)_m+nh3_feature1,tg(56:1)_lp_a,-0.06372493,0.7896591,1.0,male,0.10256035547092525
tg(60:10)>tg(18:0_20:4_22:6)_m+nh3_feature5,tg(60:10)_lp_e,-0.057343453,0.789814,1.0,female,0.10247517236085833
c20:0 lpe,lpe(20:0),-0.028587162,0.79056156,1.0,male,0.1020643064688214
car(20:1)_feature1,car(20:1),-0.06332421,0.79286987,1.0,female,0.1007980855429581
homoarginine,homoarginine,-0.062157642,0.79298764,1.0,female,0.10073358181433778
pe(38:4)>pe(18:0_20:4)_feature5,pe(18:0_20:4)_ln_e,-0.053151198,0.795071,1.0,female,0.09959408702731287
tg(58:5)_m+nh3_feature5,tg(58:5)_lp_e,-0.08618999,0.7955496,1.0,male,0.09933273828668736
NA,pc(34:3),0.04137106,0.7967382,1.0,female,0.09868435987535992
lpc(0:0/19:0)_feature1,lpc(0:0/19:0)_a,0.039783932,0.79705757,1.0,female,0.09851030918059382
pc(38:6)_feature1,pc(38:6)_lp_a,-0.038978238,0.7981239,1.0,female,0.0979296839507044
tg(55:5)>tg(18:2_18:2_19:1)_and_tg(18:1_18:2_19:2)_m+nh3_feature2,tg(55:5)_lp_b,-0.06523598,0.7999274,1.0,female,0.09694942702072704
c18:0 lpc,lpc(18:0),-0.026606396,0.80015224,1.0,female,0.09682737463094246
phosphoethanolamine,phosphoethanolamine,0.09545796,0.80181146,1.0,female,0.09592774082783302
NA,pc(40:8),0.053123016,0.80209994,1.0,male,0.09577151614673106
pc(37:4)_feature5,pc(37:4)_lp_e,-0.12405531,0.8022393,1.0,male,0.09569606666866397
lpe(o-15:0)_feature1,lpe(o-15:0),-0.031097187,0.8026357,1.0,male,0.09548152742276962
ectoine,ectoine,-0.07175785,0.8031347,1.0,male,0.09521160968926849
pe(36:2)>pe(18:2_18:0)_feature2,pe(36:2)_lp_b,-0.077235445,0.8048075,1.0,female,0.0943079850796025
lpe(18:0/0:0)_and_lpe(0:0/18:0)_feature1and2,lpe(18:0)_lp_ab,-0.038302716,0.8057334,1.0,female,0.09380863320956298
car(10:0-oh)_feature1,car(10:0(oh)),0.053056728,0.80591905,1.0,female,0.09370857842303389
glycoursodeoxycholate,glycoursodeoxycholic acid,-0.18394984,0.8064455,1.0,female,0.09342497712688444
sm(d44:3)_feature1,sm(d44:3),-0.043341517,0.806814,1.0,female,0.09322657442804437
cer(d40:2)>cer(d18:2/22:0)_feature2,cer(d18:2/22:0)_lp_b,-0.05421831,0.80753815,1.0,female,0.09283695142024663
tg(53:1)>tg(16:0_18:1_19:0)_and_tg(17:0_18:0_18:1)_m+nh3_feature1,tg(53:1)_lp_a,0.07029764,0.80765474,1.0,female,0.09277425377707772
pc(o-40:4)_feature2,pc(o-40:4)_lp_b,-0.047585417,0.807663,1.0,male,0.09276981220829938
tg(58:5)_m+nh3_feature3,tg(58:5)_lp_c,0.04963873,0.80779713,1.0,female,0.09269769415609896
NA,carnitine,-0.038569275,0.8079629,1.0,male,0.09260858067986359
sm(d36:3)_feature1,sm(d36:3)_lp_a,0.047037523,0.8082289,1.0,male,0.09246562446237833
pc(38:6)>pc(18:2_20:4)_m+h2co2_feature1,pc(18:2_20:4)_ln_a,0.028646102,0.80875564,1.0,female,0.09218267768356818
pc(36:1)_feature1,pc(36:1)_lp_a,0.03021627,0.8094088,1.0,female,0.09183207821148304
pi(38:4)>pi(18:0_20:4)_feature2,pi(18:0_20:4)_lp_b,-0.038089722,0.80947965,1.0,female,0.09179406476582225
octadecanamine_feature1,octadecylamine,0.061183013,0.8105073,1.0,male,0.0912430692356505
phenylacetate,phenylacetic acid,0.1413835,0.8112523,1.0,male,0.09084405891158369
cer(d34:1)_m+h2co2_feature1,cer(d34:1),-0.027696004,0.8113636,1.0,male,0.09078447983817316
n-acetylaspartate,n-acetylaspartic acid,-0.09581859,0.8117365,1.0,female,0.0905849253989231
sm(d43:2)_m+h2co2_feature1,sm(d43:2)_ln_b,0.031118924,0.8117857,1.0,female,0.0905586032599142
NA,serotonin,-0.16547467,0.81197214,1.0,male,0.09045887180788706
ile-pro,ile-pro,-0.043901537,0.8124411,1.0,female,0.09020811449949234
pc(36:0)_feature2,pc(36:0)_lp_b,-0.035435833,0.8156649,1.0,male,0.08848822601488868
pc(o-38:6)_feature1,pc(o-38:6)_lp_a,-0.043411586,0.81741905,1.0,male,0.08755524524752965
tg(51:5)>tg(15:0_18:2_18:3)_and_tg(15:1_18:2_18:2)_m+nh3_feature2,tg(51:5)_lp_b,-0.095042,0.81854004,1.0,male,0.08696007162682108
monoethylhexyl phthalate,monoethylhexyl phthalic acid,0.054871783,0.81900626,1.0,female,0.08671277873644762
pc(44:5)_feature1,pc(44:5)_lp_a,0.04533919,0.81945056,1.0,male,0.08647724363941744
tg(58:3)>tg(18:1_20:1_20:1)_and_tg(18:1_18:1_22:1)_m+nh3_feature2,tg(58:3)_lp_b,-0.056948975,0.8200777,1.0,male,0.08614499751556658
pe(o-38:6)>pe(o-18:2/20:4)_and_pe(o-16:1/22:5)_feature2,pe(o-38:6)_ln_b,-0.08353018,0.82031024,1.0,male,0.08602186708155686
pc(42:6)_feature2,pc(42:6)_lp_b,-0.041775327,0.82057977,1.0,male,0.08587919402968038
NA,pi(16:0_20:4),-0.01804452,0.82121646,1.0,female,0.08554235446032112
lpc(0:0/18:2)_feature1,lpc(0:0/18:2)_lp_a,-0.16764605,0.821285,1.0,female,0.085506109081511
cer(d40:1)>cer(d18:1/22:0)_feature1,cer(d18:1/22:0)_lp_a,-0.036966216,0.8218101,1.0,female,0.08522852558654351
pc(34:4)_feature2,pc(34:4)_lp_b,0.037944403,0.822175,1.0,female,0.08503573301312056
sm(d42:1)_feature2,sm(d42:1)_lp_b,-0.033485178,0.8225506,1.0,female,0.08483737650886414
aspartic acid,aspartic acid,0.07500311,0.82318014,1.0,female,0.08450511588465895
9-hotre,9-hotre,0.23856412,0.82358867,1.0,female,0.08428963654444518
pc(37:2)_feature2,pc(37:2)_lp_b,0.024644442,0.8237379,1.0,female,0.08421095176282146
cer(d43:1)_m+h2co2_feature1,cer(d43:1)_ln_a,0.31529748,0.8247539,1.0,male,0.0836756221366957
fa(18:2-2oh)_feature1,dihydroxyoctadecadienoic acid,-0.06274161,0.824914,1.0,male,0.0835913257194944
13-hode,13-hode,0.24527873,0.8256283,1.0,female,0.0832154291819867
tg(56:6)>tg(18:1_18:1_20:4)_and_tg(16:0_18:1_22:5)_and_tg(18:1_18:2_20:3)_m+nh3_feature2,tg(56:6)_lp_b,-0.16556448,0.8272068,1.0,male,0.08238590414575818
taurochenodeoxycholate,taurochenodeoxycholic acid,-0.21226436,0.82757986,1.0,male,0.08219008687688605
NA,pc(34:4),0.028641554,0.8280137,1.0,male,0.0819624774842262
pc(42:3)_feature1,pc(42:3)_lp_a,-0.029300481,0.82842875,1.0,female,0.0817448376519624
car(17:0)_feature1,car(17:0)_lp_a,-0.05640745,0.8289959,1.0,male,0.08144761735295805
1-methylhistidine,1-methylhistidine,-0.040214345,0.82932574,1.0,female,0.08127485509701837
car(22:4)_feature1,car(22:4),-0.079580516,0.8294636,1.0,female,0.08120266770592627
glycohyodeoxycholate,glycohyodeoxycholic acid,-0.15977986,0.83047664,1.0,female,0.08067257906060482
