metabolite,refmet_name,log2fc,p_value,fdr,platform,neg_log10_p
Car(2:0) [metab-u-lrppos],Car(2:0),0.579706832170807,6.61879618733207e-29,2.0749926047286e-26,metab-u-lrppos,28.17922099194093
3-Hydroxybutyric acid [metab-u-rpneg],3-Hydroxybutyric acid,0.625309829745685,6.81595051654155e-27,2.3174231756241303e-25,metab-u-rpneg,26.16647357118604
Car(18:2)_isomer2 [metab-u-lrppos],Car(18:2)_isomer2,0.881109472903493,9.29506397781494e-27,1.94266837136332e-24,metab-u-lrppos,26.031747616638036
N-Oleoyl glycine [metab-u-hilicpos],N-Oleoyl glycine,0.727572417664609,1.0958234852161799e-26,3.8353821982566204e-25,metab-u-hilicpos,25.960259396189596
LPC(14:0)>LPC(0:0/14:0) [metab-u-lrppos],LPC(14:0)>LPC(0:0/14:0),-0.324054805206973,6.21103083453472e-26,8.21837455296741e-24,metab-u-lrppos,25.206836314703082
Car(18:0-OH) [metab-u-lrppos],Car(18:0-OH),0.395591845423979,7.37405301333706e-26,8.21837455296741e-24,metab-u-lrppos,25.132293744500856
PI(38:3) [metab-u-lrppos],PI(38:3),0.232237788601541,7.864473256428139e-26,8.21837455296741e-24,metab-u-lrppos,25.104330360070247
Car(18:1) [metab-u-lrppos],Car(18:1),0.371693269990125,2.30999338860664e-25,2.06909407808052e-23,metab-u-lrppos,24.636389263093033
LPC 18:2 [metab-u-hilicpos],LPC 18:2,-0.315003941946735,3.78234019530811e-24,1.20347188032531e-22,metab-u-hilicpos,23.42223941195302
PI(40:5) [metab-u-lrppos],PI(40:5),0.244916366392719,1.4353359304458202e-23,1.12494453548691e-21,metab-u-lrppos,22.843046443414313
LPC(18:2)_isomer2 [metab-u-lrpneg],LPC(18:2)_isomer2,-0.386603633857465,5.86317285522475e-23,1.58891984376591e-20,metab-u-lrpneg,22.231867301966716
Tyrosine [metab-t-amines],Tyrosine,-0.224936036709997,1.0736715494089e-22,3.97258473281292e-21,metab-t-amines,21.969128554851984
CAR 16:2 [metab-u-hilicpos],CAR 16:2,0.927645726476889,1.3836185385536001e-22,4.03555407078132e-21,metab-u-hilicpos,21.85898362767994
CAR 14:0 [metab-u-hilicpos],CAR 14:0,0.543605288530131,9.13910871169434e-22,2.46052926853309e-20,metab-u-hilicpos,21.03909615661489
PI(38:4) [metab-u-lrppos],PI(38:4),0.22947097408051,9.28423030665623e-22,6.46801378030384e-20,metab-u-lrppos,21.032254094878187
CAR 14:1 [metab-u-hilicpos],CAR 14:1,0.795062933403088,3.6003319228871e-21,9.000829807217761e-20,metab-u-hilicpos,20.443657458779043
Car(14:1)_isomer1 [metab-u-lrppos],Car(14:1)_isomer1,0.737610611143985,4.42509787638469e-21,2.7745363684931998e-19,metab-u-lrppos,20.354077118931425
PE(36:1) [metab-u-lrppos],PE(36:1),-0.464799772551096,9.61902597174908e-21,5.482844803896981e-19,metab-u-lrppos,20.016868902651506
Bilirubin [metab-u-rppos],Bilirubin,1.23328288324804,1.0073834575438301e-20,9.46940450091196e-19,metab-u-rppos,19.996805185061014
FA 24:4 [metab-u-lrpneg],FA 24:4,0.388595839187609,1.0741336136716e-20,1.4554510465250099e-18,metab-u-lrpneg,19.968941692499552
TG(44:2) [metab-u-lrppos],TG(44:2),-1.03113728209855,1.63560031463404e-20,8.54601164396288e-19,metab-u-lrppos,19.786322814574163
TG(42:1) [metab-u-lrppos],TG(42:1),-1.28316456835411,2.41343104803547e-20,1.1462406955065399e-18,metab-u-lrppos,19.61736510450449
Cer(d41:2)>Cer(d18:2/23:0) [metab-u-lrppos],Cer(d41:2)>Cer(d18:2/23:0),0.208871670796412,2.55938911277377e-20,1.1462406955065399e-18,metab-u-lrppos,19.591863681801833
Chenodeoxycholic acid\Deoxycholic acid [metab-u-rpneg],Chenodeoxycholic acid\Deoxycholic acid,-1.08003400366465,1.5278803554066801e-19,3.89609490628704e-18,metab-u-rpneg,18.81591065297308
TG(42:2) [metab-u-lrppos],TG(42:2),-1.09143638604767,2.2351864667896903e-19,9.34307943118092e-18,metab-u-lrppos,18.65068624071108
TG(44:1) [metab-u-lrppos],TG(44:1),-0.98596404216822,4.0345190574677e-19,1.5810271556451602e-17,metab-u-lrppos,18.394208228757726
Protocatechuic acid [metab-u-rpneg],Protocatechuic acid,-0.637784535291349,8.4450620895013e-19,1.7227926662582702e-17,metab-u-rpneg,18.07339715307596
CAR 14:2 [metab-u-hilicpos],CAR 14:2,0.772998511430501,1.1127612584134899e-18,2.3708953873767202e-17,metab-u-hilicpos,17.95359800302871
CAR DC6:0 [metab-u-hilicpos],CAR DC6:0,0.292502389703296,1.13453513617869e-18,2.3708953873767202e-17,metab-u-hilicpos,17.945182049614015
LPC 20:5 [metab-u-hilicpos],LPC 20:5,-0.263564663942137,1.1546933559259499e-18,2.3708953873767202e-17,metab-u-hilicpos,17.93753333309715
LPE 22:6 [metab-u-hilicpos],LPE 22:6,0.376356101872741,1.21931762779374e-18,2.3708953873767202e-17,metab-u-hilicpos,17.91388314751566
CAR 18:2 [metab-u-hilicpos],CAR 18:2,0.458480189926204,1.39955303490572e-18,2.4657902255972102e-17,metab-u-hilicpos,17.85401063965549
N-Acetyl-D-tryptophan [metab-u-hilicpos],N-Acetyl-D-tryptophan,-0.433133774165327,1.4090229860555499e-18,2.4657902255972102e-17,metab-u-hilicpos,17.85108192198244
Car(16:0) [metab-u-lrppos],Car(16:0),0.257145312256558,1.48788934803088e-18,5.2134964084629104e-17,metab-u-lrppos,17.827429365380507
LPC(18:2)>LPC(0:0/18:2) [metab-u-lrppos],LPC(18:2)>LPC(0:0/18:2),-0.453835081106718,1.4966975335300199e-18,5.2134964084629104e-17,metab-u-lrppos,17.82486595703247
Threonine [metab-t-amines],Threonine,-0.197110363667173,1.88175564733417e-18,3.48124794756822e-17,metab-t-amines,17.72543677193119
Heptadecanedioic acid [metab-u-rpneg],Heptadecanedioic acid,0.83030883641224,2.41697462346989e-18,4.10885685989881e-17,metab-u-rpneg,17.616727909354392
Car(14:0) [metab-u-lrppos],Car(14:0),0.46203572241745,4.41617330113332e-18,1.4573371893739899e-16,metab-u-lrppos,17.35495389219708
Hyodeoxycholic acid [metab-u-rpneg],Hyodeoxycholic acid,-0.909142550078805,4.9324761342296495e-18,7.18732236702034e-17,metab-u-rpneg,17.30693500740318
TG(56:2) [metab-u-lrppos],TG(56:2),-0.619655593052617,5.47026618488944e-18,1.71492844896284e-16,metab-u-lrppos,17.261991540245003
PI(40:6) [metab-u-lrppos],PI(40:6),0.299735400933091,6.7363931690651896e-18,2.0112945319066099e-16,metab-u-lrppos,17.171572573204898
TG(46:4) [metab-u-lrppos],TG(46:4),-0.743007516924557,1.62429408161785e-17,4.62923813261088e-16,metab-u-lrppos,16.789335338111243
Hippuric acid [metab-u-rppos],Hippuric acid,-0.960828136654936,3.03538995261378e-17,1.9021777036379702e-15,metab-u-rppos,16.517785507755267
Proline [metab-t-amines],Proline,-0.188361112712572,3.8513521186776604e-17,4.75000094636911e-16,metab-t-amines,16.414386773195552
PC(36:4)_isomer1 [metab-u-lrppos],PC(36:4)_isomer1,-0.356323539052852,1.21473448247524e-16,3.2554410121457404e-15,metab-u-lrppos,15.915518640088312
TG(40:0) [metab-u-lrppos],TG(40:0),-1.38402861577482,1.2461018228309e-16,3.2554410121457404e-15,metab-u-lrppos,15.904446468682611
Aminobutyric acid [metab-u-hilicpos],Aminobutyric acid,0.242539178749729,1.30552648076087e-16,2.17587746793478e-15,metab-u-hilicpos,15.884214314701484
CAR(4:0)_rp_a [metab-u-rppos],CAR(4:0)_rp_a,-0.604954033663567,1.4997642855389399e-16,7.048892142033041e-15,metab-u-rppos,15.823976992633591
Leucine [metab-u-hilicpos],Leucine,0.146765252992406,1.84655232328086e-16,2.9376968779468303e-15,metab-u-hilicpos,15.733638381817387
Car(14:2)_isomer1 [metab-u-lrppos],Car(14:2)_isomer1,0.665183888898106,2.09122637245563e-16,5.2447957421187206e-15,metab-u-lrppos,15.679598952841317
Tryptophan [metab-u-hilicpos],Tryptophan,-0.200778587476513,2.33734266794065e-16,3.55682579904011e-15,metab-u-hilicpos,15.631277612859648
Tryptophan [metab-t-amines],Tryptophan,-0.224783750252922,3.70154202652774e-16,3.4239263745381502e-15,metab-t-amines,15.431617315365806
LPC(18:2)>LPC(18:2/0:0) [metab-u-lrppos],LPC(18:2)>LPC(18:2/0:0),-0.427060649917383,4.20062673408301e-16,1.01299729318079e-14,metab-u-lrppos,15.3766859079717
TG(42:0)>TG(12:0_14:0_16:0) [metab-u-lrppos],TG(42:0)>TG(12:0_14:0_16:0),-1.16802602971805,6.01639063838673e-16,1.3971396038031401e-14,metab-u-lrppos,15.220663973183038
N-6-Trimethyllysine [metab-u-hilicpos],N-6-Trimethyllysine,-0.309082241764003,7.16275450423492e-16,1.0445683652009301e-14,metab-u-hilicpos,15.1449199335661
N-Myristoylglycine [metab-u-hilicpos],N-Myristoylglycine,0.256646314157466,7.679581077550029e-16,1.075141350857e-14,metab-u-hilicpos,15.11466247015997
TG(50:6) [metab-u-lrppos],TG(50:6),-0.543614457763045,9.88136303787492e-16,2.21271950883842e-14,metab-u-lrppos,15.005183144582587
FA 22:2 [metab-u-lrpneg],FA 22:2,0.420977429619896,1.0882548296352601e-15,9.83056862770514e-14,metab-u-lrpneg,14.96326939678321
